1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,1
12,12,1
13,13,1
14,14,1
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
20,20,1
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
26,26,1
27,27,1
28,28,1
29,29,1
30,30,1
31,31,1
32,32,1
33,33,1
34,34,1
35,35,1
36,36,1
37,37,1
38,38,1
39,39,1
40,40,1
41,41,1
42,42,1
43,43,1
44,44,1
45,45,1
46,46,1
47,47,1
48,48,1
49,49,1
50,50,1
51,51,1
52,52,1
53,53,1
54,54,1
55,55,1
56,56,1
57,57,1
58,58,1
59,59,1
60,60,1
61,61,1
62,62,1
63,63,1
64,64,1
65,65,1
66,66,1
67,67,1
68,68,1
69,69,1
70,70,1
71,71,1
72,72,1
73,73,1
74,74,1
75,75,1
76,76,1
77,77,1
78,78,1
79,79,1
80,80,1
81,81,1
82,82,1
83,83,1
84,84,1
85,85,1
86,86,1
87,87,1
88,88,1
89,89,1
90,90,1
91,91,1
92,92,1
93,93,1
94,94,1
95,95,1
96,96,1
97,97,1
98,98,1
99,99,1
100,100,1
101,1,2
102,2,2
103,3,2
104,4,2
105,5,2
106,6,2
107,7,2
108,8,2
109,9,2
110,10,2
111,11,2
112,12,2
113,13,2
114,14,2
115,15,2
116,16,2
117,17,2
118,18,2
119,19,2
120,20,2
121,21,2
122,22,2
123,23,2
124,24,2
125,25,2
126,26,2
127,27,2
128,28,2
129,29,2
130,30,2
131,31,2
132,32,2
133,33,2
134,34,2
135,35,2
136,36,2
137,37,2
138,38,2
139,39,2
140,40,2
141,41,2
142,42,2
143,43,2
144,44,2
145,45,2
146,46,2
147,47,2
148,48,2
149,49,2
150,50,2
151,51,2
152,52,2
153,53,2
154,54,2
155,55,2
156,56,2
157,57,2
158,58,2
159,59,2
160,60,2
161,61,2
162,62,2
163,63,2
164,64,2
165,65,2
166,66,2
167,67,2
168,68,2
169,69,2
170,70,2
171,71,2
172,72,2
173,73,2
174,74,2
175,75,2
176,76,2
177,77,2
178,78,2
179,79,2
180,80,2
181,81,2
182,82,2
183,83,2
184,84,2
185,85,2
186,86,2
187,87,2
188,88,2
189,89,2
190,1,3
191,2,3
192,3,3
193,4,3
194,5,3
195,6,3
196,7,3
197,8,3
198,9,3
199,10,3
200,11,3
201,12,3
202,13,3
203,14,3
204,15,3
205,16,3
206,17,3
207,18,3
208,19,3
209,20,3
210,21,3
211,22,3
212,23,3
213,24,3
214,25,3
215,26,3
216,27,3
217,28,3
218,29,3
219,30,3
220,31,3
221,32,3
222,33,3
223,34,3
224,35,3
225,36,3
226,37,3
227,38,3
228,39,3
229,40,3
230,41,3
231,42,3
232,43,3
233,44,3
234,45,3
235,46,3
236,47,3
237,48,3
238,49,3
239,50,3
240,51,3
241,52,3
242,53,3
243,54,3
244,55,3
245,56,3
246,57,3
247,58,3
248,59,3
249,60,3
250,61,3
251,62,3
252,63,3
253,64,3
254,65,3
255,66,3
256,67,3
257,68,3
258,69,3
259,70,3
260,71,3
261,72,3
262,73,3
263,74,3
264,75,3
265,76,3
266,77,3
267,78,3
268,79,3
269,1,4
270,2,4
271,3,4
272,4,4
273,5,4
274,6,4
275,7,4
276,8,4
277,9,4
278,10,4
279,11,4
280,12,4
281,13,4
282,14,4
283,15,4
284,16,4
285,17,4
286,18,4
287,19,4
288,20,4
289,21,4
290,22,4
291,23,4
292,24,4
293,25,4
294,26,4
295,27,4
296,28,4
297,29,4
298,30,4
299,31,4
300,32,4
301,33,4
302,34,4
303,35,4
304,36,4
305,37,4
306,38,4
307,39,4
308,40,4
309,41,4
310,42,4
311,43,4
312,44,4
313,45,4
314,46,4
315,47,4
316,48,4
317,49,4
318,50,4
319,51,4
320,52,4
321,53,4
322,54,4
323,55,4
324,56,4
325,57,4
326,58,4
327,59,4
328,60,4
329,61,4
330,62,4
331,63,4
332,64,4
333,65,4
334,66,4
335,67,4
336,68,4
337,69,4
338,1,5
339,2,5
340,3,5
341,4,5
342,5,5
343,6,5
344,7,5
345,8,5
346,9,5
347,10,5
348,11,5
349,12,5
350,13,5
351,14,5
352,15,5
353,16,5
354,17,5
355,18,5
356,19,5
357,20,5
358,21,5
359,22,5
360,23,5
361,24,5
362,25,5
363,26,5
364,27,5
365,28,5
366,29,5
367,30,5
368,31,5
369,32,5
370,33,5
371,34,5
372,35,5
373,36,5
374,37,5
375,38,5
376,39,5
377,40,5
378,41,5
379,42,5
380,43,5
381,44,5
382,45,5
383,46,5
384,47,5
385,48,5
386,49,5
387,50,5
388,51,5
389,52,5
390,53,5
391,54,5
392,55,5
393,56,5
394,57,5
395,58,5
396,59,5
397,1,6
398,2,6
399,3,6
400,4,6
401,5,6
402,6,6
403,7,6
404,8,6
405,9,6
