1,1,1
2,1,11
3,1,21
4,1,31
5,1,41
6,1,51
7,1,61
8,1,71
9,1,81
10,1,91
11,1,101
12,1,111
13,1,121
14,1,131
15,1,141
16,1,151
17,1,161
18,1,171
19,1,181
20,1,191
21,1,201
22,1,211
23,1,221
24,1,231
25,1,241
26,1,251
27,1,261
28,1,271
29,1,281
30,1,291
31,1,301
32,1,311
33,1,321
34,1,331
35,1,341
36,1,351
37,1,361
38,1,371
39,1,381
40,1,391
41,1,401
42,1,411
43,1,421
44,1,431
45,1,441
46,1,451
47,1,461
48,1,471
49,1,481
50,1,491
51,1,501
52,1,511
53,1,521
54,1,531
55,1,541
56,1,551
57,1,561
58,1,571
59,1,581
60,1,591
61,1,601
62,1,611
63,1,621
64,1,631
65,1,641
66,1,651
67,1,661
68,1,671
69,1,681
70,1,691
71,1,701
72,1,711
73,1,721
74,1,731
75,1,741
76,1,751
77,1,761
78,1,771
79,1,781
80,1,791
81,1,801
82,1,811
83,1,821
84,1,831
85,1,841
86,1,851
87,1,861
88,1,871
89,1,881
90,1,891
91,1,901
92,1,911
93,1,921
94,1,931
95,1,941
96,1,951
97,1,961
98,1,971
99,1,981
100,1,991
101,1,1001
102,1,1011
103,1,1021
104,1,1031
105,1,1041
106,1,1051
107,1,1061
108,1,1071
109,1,1081
110,1,1091
111,1,1101
112,1,1111
113,1,1121
114,1,1131
115,1,1141
116,1,1151
117,1,1161
118,1,1171
119,1,1181
120,1,1191
121,1,1201
122,1,1211
123,1,1221
124,1,1231
125,1,1241
126,1,1251
127,1,1261
128,1,1271
129,1,1281
130,1,1291
131,1,1301
132,2,1
133,2,21
134,2,41
135,2,61
136,2,81
137,2,101
138,2,121
139,2,141
140,2,161
141,2,181
142,2,201
143,2,221
144,2,241
145,2,261
146,2,281
147,2,301
148,2,321
149,2,341
150,2,361
151,2,381
152,2,401
153,2,421
154,2,441
155,2,461
156,2,481
157,2,501
158,2,521
159,2,541
160,2,561
161,2,581
162,2,601
163,2,621
164,2,641
165,2,661
166,2,681
167,2,701
168,2,721
169,2,741
170,2,761
171,2,781
172,2,801
173,2,821
174,2,841
175,2,861
176,2,881
177,2,901
178,2,921
179,2,941
180,2,961
181,2,981
182,2,1001
183,2,1021
184,2,1041
185,2,1061
186,2,1081
187,2,1101
188,2,1121
189,2,1141
190,2,1161
191,2,1181
192,2,1201
193,2,1221
194,2,1241
195,2,1261
196,2,1281
197,2,1301
198,3,1
199,3,31
200,3,61
201,3,91
202,3,121
203,3,151
204,3,181
205,3,211
206,3,241
207,3,271
208,3,301
209,3,331
210,3,361
211,3,391
212,3,421
213,3,451
214,3,481
215,3,511
216,3,541
217,3,571
218,3,601
219,3,631
220,3,661
221,3,691
222,3,721
223,3,751
224,3,781
225,3,811
226,3,841
227,3,871
228,3,901
229,3,931
230,3,961
231,3,991
232,3,1021
233,3,1051
234,3,1081
235,3,1111
236,3,1141
237,3,1171
238,3,1201
239,3,1231
240,3,1261
241,3,1291
242,4,1
243,4,41
244,4,81
245,4,121
246,4,161
247,4,201
248,4,241
249,4,281
250,4,321
251,4,361
252,4,401
253,4,441
254,4,481
255,4,521
256,4,561
257,4,601
258,4,641
259,4,681
260,4,721
261,4,761
262,4,801
263,4,841
264,4,881
265,4,921
266,4,961
267,4,1001
268,4,1041
269,4,1081
270,4,1121
271,4,1161
272,4,1201
273,4,1241
274,4,1281
275,5,1
276,5,51
277,5,101
278,5,151
279,5,201
280,5,251
281,5,301
282,5,351
283,5,401
284,5,451
285,5,501
286,5,551
287,5,601
288,5,651
289,5,701
290,5,751
291,5,801
292,5,851
293,5,901
294,5,951
295,5,1001
296,5,1051
297,5,1101
298,5,1151
299,5,1201
300,5,1251
301,5,1301
302,6,1
303,6,61
304,6,121
305,6,181
306,6,241
307,6,301
308,6,361
309,6,421
310,6,481
311,6,541
312,6,601
313,6,661
314,6,721
315,6,781
316,6,841
317,6,901
318,6,961
319,6,1021
320,6,1081
321,6,1141
322,6,1201
323,6,1261
324,7,1
325,7,71
326,7,141
327,7,211
328,7,281
329,7,351
330,7,421
331,7,491
332,7,561
333,7,631
334,7,701
335,7,771
336,7,841
337,7,911
338,7,981
339,7,1051
340,7,1121
341,7,1191
342,7,1261
343,8,1
344,8,81
345,8,161
346,8,241
347,8,321
348,8,401
349,8,481
350,8,561
351,8,641
352,8,721
353,8,801
354,8,881
355,8,961
356,8,1041
357,8,1121
358,8,1201
359,8,1281
360,9,1
361,9,91
362,9,181
363,9,271
364,9,361
365,9,451
366,9,541
367,9,631
368,9,721
369,9,811
370,9,901
371,9,991
372,9,1081
373,9,1171
374,9,1261
375,10,1
376,10,101
377,10,201
378,10,301
379,10,401
380,10,501
381,10,601
382,10,701
383,10,801
384,10,901
385,10,1001
386,10,1101
387,10,1201
388,10,1301
